,Anio,FBKF.Construcciones.Priv_Publ,FBKF.Equi_Dur_Prod.Mat_Transp.Nac,FBKF.Equi_Dur_Prod.Mat_Transp.Import,FBKF.Equi_Dur_Prod.Maqui_YEqui.Nac,FBKF.Equi_Dur_Prod.Maqui_YEqui.Import,Consumo.Hogares,Consumo.Gobierno,Exportaciones,Importaciones,GIB,FKBF,EXPO_TOT_2004,EXPO_AGROP_2004,EXPO_PAMP_2004,EXPO_PECUAR_2004,EXPO_CARNES_2004,EXPO_LECHE_2004,EXPO_LANAS_2004,EXPO_CUEROS_PP_2004,EXPO_AGRIC_2004,EXPO_CEREAL_2004,EXPO_OLEAGI_2004,EXPO_OTAGRIC_2004,EXPO_PESCA_2004,EXPO_INDUST_2004,EXPO_ALIMENT_2004,EXPO_TEXTIL_2004,EXPO_CUEROIND_2004,EXPO_PAPEL_2004,EXPO_CAUCHO_2004,EXPO_QUIMICO_2004,EXPO_COMBIUST_2004,EXPO_HIERRO_2004,EXPO_METNOFERR_2004,EXPO_MAQUIN_2004,EXPO_RESTOIND_2004,Consumo.Hogares.ipi.demanda,Consumo.Gobierno.ipi.demanda,FBKF.Construcciones.Priv_Publ.ipi.demanda,FBKF.Equi_Dur_Prod.Mat_Transp.Nac.ipi.demanda,FBKF.Equi_Dur_Prod.Mat_Transp.Import.ipi.demanda,FBKF.Equi_Dur_Prod.Maqui_YEqui.Nac.ipi.demanda,FBKF.Equi_Dur_Prod.Maqui_YEqui.Import.ipi.demanda,Exportaciones.ipi.demanda,Importaciones.ipi.demanda,GIB.ipi.demanda,FBKF.Construcciones.Priv_Publ.ipi.inversion,FBKF.Equi_Dur_Prod.Mat_Transp.Nac.ipi.inversion,FBKF.Equi_Dur_Prod.Mat_Transp.Import.ipi.inversion,FBKF.Equi_Dur_Prod.Maqui_YEqui.Nac.ipi.inversion,FBKF.Equi_Dur_Prod.Maqui_YEqui.Import.ipi.inversion,FKBF.ipi.inversion,Agricultura_caza_silvicultura_y_pesca,Explotacion_de_minas_y_canteras,Industria_manufacturera,Electricidad_gas_y_agua,Construccion,Comercio_hoteles_y_restaurantes,Transp_Almac_y_Comunics,Inter_Fin_Seg_Activ_Inmo_Serv_Empr_etc,Servs_Socs_Comunales_Y_Personales,Impuesto_Prod_Netos_De_Subsid,PBI_a_precios_de_mercado,Agricultura_caza_silvicultura_y_pesca.oferta,Explotacion_de_minas_y_canteras.oferta,Industria_manufacturera.oferta,Electricidad_gas_y_agua.oferta,Construccion.oferta,Comercio_hoteles_y_restaurantes.oferta,Transp_Almac_y_Comunics.oferta,Inter_Fin_Seg_Activ_Inmo_Serv_Empr_etc.oferta,Servs_Socs_Comunales_Y_Personales.oferta,Impuesto_Prod_Netos_De_Subsid.oferta,PBI_a_precios_de_mercado.oferta,Vol_PIB_perCap,Vol_Consumo_Hogares_Per_Cap,Vol_FBKF_perCap,PIB_perCap__variPorc,Vol_Cons_Hogares_per_Cap__vari_Porc,Vol_FBKF_perCap__variPorc,Vol_PIB_encaden_Fisher_2004,IPI_volumen,IPI__variPorc
45,1994,46020152600,8518951922,1919411837,12081682498,13335489433,3.02393E+11,49133367230,57465156034,76423916677,4.33948E+11,79783934718,17774332.13,8892060.055,6972598.683,1855567.276,767076.764,123441.328,269292.6325,604334.9053,6179519.788,1403540.699,3713490.708,1062488.381,856972.9908,8882272.08,385461.3575,102692.6517,215935.6933,217251.7392,77905.39497,852741.8737,3634184.466,659746.8345,235571.0829,1885210.433,615570.5532,0.602536728,0.695435031,0.658367072,0.532214135,1.150850304,0.603237133,0.488282806,0.337264271,0.356764422,0.597602377,0.658367072,0.532214135,1.150850304,0.603237133,0.488282806,0.637228852,0.381838473,0.196642878,0.466243795,0.870676513,0.96509525,0.6190329,0.829503146,0.755926796,0.84147351,0.408686427,0.597602377,33544136373,18963030638,86972750370,5350582322,14246400165,65176124600,20612574500,63407665695,57276868161,74041415325,4.33948E+11,12548.53356,8744.346279,2307.123837,0.044825824,0.045327821,0.122162334,4.33948E+11,0.894525331,0.058245271
46,1995,41406781510,5910970219,1448232087,11346509489,10685752943,2.88939E+11,49431734755,70303876313,68824446956,4.21451E+11,69331128235,22333872.33,10957599.41,8627808.694,2395221.522,976950.9551,266061.0027,192451.4913,813666.8311,7625756.153,1848824.017,4383763.155,1393168.98,936621.7342,11376272.92,583336.0979,198807.3455,248137.1271,296196.2941,106733.2958,1135210.458,4548428.715,922588.401,300323.1383,2559800.616,476711.4359,0.631688823,0.705616556,0.694122095,0.521948203,1.049242755,0.605074951,0.488854211,0.354985726,0.377200539,0.621260507,0.694122095,0.521948203,1.049242755,0.605074951,0.488854211,0.655339014,0.381012186,0.215345284,0.49411387,0.87315928,1.015689431,0.654808863,0.836911252,0.817241404,0.846943196,0.410860653,0.621260507,35412367068,22059841118,80692516035,5743294470,12509197093,60292676935,20955444839,62798339468,57616025325,70241632393,4.21451E+11,12037.88128,8252.943109,1980.299773,-0.04069418,-0.056196673,-0.141658657,4.21451E+11,0.868765384,-0.028797336
47,1996,44004695260,5803977294,2010589796,12246078124,12863583748,3.08498E+11,50529347215,75717472715,80928936996,4.44726E+11,75319417654,24123512.59,11488484.34,8923575.882,2374424.256,966577.6378,300724.7973,216764.791,773923.6509,8007548.091,1906081.771,4643069.855,1458396.465,1106511.993,12635028.26,637573.2078,166450.1694,260637.1945,363097.4317,106625.8845,1256728.318,5283461.637,968472.7297,296837.1841,2776751.489,518393.01,0.63987947,0.686138651,0.671999702,0.499406775,0.917658872,0.604108989,0.471700082,0.37436484,0.370888698,0.625514398,0.671999702,0.499406775,0.917658872,0.604108989,0.471700082,0.634370845,0.428332901,0.254096599,0.502579653,0.884668914,0.936816076,0.67196924,0.830103976,0.807443726,0.839728792,0.406566667,0.625514398,34926262623,23006637223,85721379673,5962621400,13531413698,64914279118,22354815653,66433128696,58866557569,76476992676,4.44726E+11,12552.35383,8707.330988,2125.885394,0.042737799,0.055057677,0.073516961,4.44726E+11,0.916742574,0.055224564
48,1997,50240089737,7139401572,2979699843,12516843488,17751638538,3.35985E+11,52195205792,85001473813,1.02753E+11,4.80361E+11,88227057379,26787794.51,12505843.91,10056450.43,2370438.577,951033.7576,346724.2229,183161.8563,829439.0958,9020399.21,2848561.389,4837450.464,1334387.357,1115006.121,14281950.6,764372.7833,184035.081,220171.3904,354617.9526,110066.6008,1434685.135,5225835.63,1017077.325,319443.1227,3766052.631,885592.9516,0.646490529,0.694385047,0.653197913,0.481396679,0.820892184,0.598346304,0.463258554,0.36345801,0.362183571,0.627749253,0.653197913,0.481396679,0.820892184,0.598346304,0.463258554,0.616733974,0.429609725,0.244630665,0.511127004,0.885439635,0.888554514,0.684577847,0.823505912,0.806337579,0.842413822,0.410909111,0.627749253,34989931863,23100605968,93305931807,6432858166,15732338468,71788118799,24792668625,71036204926,61056112596,85716846196,4.80361E+11,13402.48888,9374.263772,2461.611691,0.067727141,0.076594399,0.157923046,4.80361E+11,0.990199782,0.080128501
49,1998,53179868289,7442381595,3583468603,12681729824,19379871114,3.46305E+11,53975931210,94081356390,1.11457E+11,4.98489E+11,93723100632,30077471.1,13864217.47,11244657.73,2009301.044,695680.3775,389301.175,116753.0193,715196.9077,10814965.84,3370611.679,5864745.004,1579609.155,1039950.59,16213253.63,866063.8662,207088.2278,156033.9845,383629.5797,153670.7305,1779115.456,5532211.629,1033621.034,316750.249,4303088.854,1481980.015,0.64184853,0.715049333,0.642964507,0.491250507,0.725019203,0.595144377,0.440170789,0.330712825,0.344842239,0.622027828,0.642964507,0.491250507,0.725019203,0.595144377,0.440170789,0.603104657,0.407331392,0.197689725,0.509925264,0.899334201,0.88188927,0.69114665,0.792632207,0.795684509,0.860388086,0.401692038,0.622027828,37758581156,22047182753,94289349242,6871004067,16970913385,73688246641,26784048466,75356857976,61732631345,89310933870,4.98489E+11,13753.37323,9554.583134,2585.830919,0.026180537,0.019235576,0.05046256,4.98489E+11,1.027568719,0.037738785
50,1999,47288594476,7360084148,2743030979,10530679471,16301104000,3.33317E+11,55248237310,92656088251,98644510803,4.81567E+11,82032014360,30919091.32,15400495.98,13440613.39,2230021.2,765678.853,558830.0951,162438.946,712791.2815,12290010.05,2598334.481,8612257.712,1079417.86,880464.7258,15518595.34,873604.5838,217049.9861,113505.4086,341091.9193,158643.0549,1877270.656,5843068.929,1063873.632,332685.0101,2987970.335,1709831.822,0.637575681,0.730742368,0.634592437,0.474873641,0.645642683,0.565855685,0.416503701,0.299735163,0.328967571,0.615141808,0.634592437,0.474873641,0.645642683,0.565855685,0.416503701,0.585422991,0.319731098,0.222432695,0.497778682,0.936449636,0.885516235,0.684503448,0.758806873,0.810100718,0.875116138,0.396901923,0.615141808,38642978973,21300701814,86728417892,7108583949,15619664207,68548530037,26404118678,74887898035,62892410185,82681198141,4.81567E+11,13142.95179,9096.905675,2238.823878,-0.044383399,-0.047901353,-0.134195565,4.81567E+11,0.992685053,-0.033947769
51,2000,44684342972,6019095236,2000712123,9888073123,16455559987,3.33215E+11,55454853357,94967877609,98290215417,4.78236E+11,76807812732,30214223,14014058.8,12236346.45,2146551.071,774400.2814,435015.2645,176360.3718,730526.0229,10931214.85,3193488.859,6896306.515,841419.4751,936292.8829,16200164.2,785540.9075,258534.4458,91487.13617,366754.1342,174232.9854,2084903.282,5700310.342,1213976.31,477020.6342,3589913.896,1457490.129,0.651026568,0.73537288,0.608620625,0.466589875,0.555124039,0.549036825,0.392431835,0.326582021,0.331744837,0.625467176,0.608620625,0.466589875,0.555124039,0.549036825,0.392431835,0.559858501,0.342436902,0.318765735,0.505387038,0.967772576,0.835195662,0.687938703,0.75277329,0.818473515,0.886638771,0.401814679,0.625467176,37940475021,22717956741,83349422925,7574143471,14154797764,66864732257,26843902514,75791746196,63939749432,81331274118,4.78236E+11,12915.34723,8998.882119,2074.288062,-0.017317613,-0.010775483,-0.073492076,4.78236E+11,0.985819805,-0.006915838
52,2001,40384460553,3476620969,1451341081,8744185987,11874381272,3.16504E+11,54198509628,97375536055,84412699928,4.57518E+11,65130159641,32538888.27,14901041.6,12634312.15,1617852.099,350376.0158,369546.2356,190072.3733,671666.85,12162860.89,3072847.786,7943612.27,1146400.836,1120328.612,17637846.67,916705.414,228148.5706,95195.24075,372161.5251,163576.2424,2264290.313,6495446.985,1382315.291,465088.6958,3586861.06,1668057.334,0.651294572,0.73368283,0.587416052,0.451299597,0.511286261,0.533126522,0.384922048,0.316599041,0.3213095,0.622651472,0.587416052,0.451299597,0.511286261,0.533126522,0.384922048,0.541469537,0.310682461,0.286824726,0.503453829,0.941114534,0.807391111,0.690975165,0.731307606,0.836017119,0.874329814,0.4175649,0.622651472,38534394973,23898438504,77577405850,7694793951,12578787232,61971097346,25746057242,72859108451,64004636626,74412432720,4.57518E+11,12232.01723,8461.925218,1741.293058,-0.052908372,-0.059669289,-0.1605346,4.57518E+11,0.943112456,-0.043321659
53,2002,26557855882,2122621605,615025407,7570474064,3034983436,2.60979E+11,49892223942,97354969759,40882691861,4.08094E+11,39389117459,33037756.42,15546037.13,13056143.3,2320919.078,742039.8518,580134.3498,188958.1147,694196.3482,12099210.5,2636539.667,8098684.559,1363986.27,1125907.554,17491719.29,811802.2309,208582.9167,88789.03861,372528.7586,196914.6222,2385865.345,6456576.509,1483663.477,523453.2062,2920381.394,2043161.792,0.810289533,0.813586165,0.811710321,0.859653848,1.441916823,0.900764776,1.118531874,0.910650459,1.011885144,0.818023387,0.811710321,0.859653848,1.441916823,0.900764776,1.118531874,0.875438835,0.796101023,0.813049753,0.813008565,0.838346107,0.813118669,0.84776854,0.785889674,0.9033539,0.846627097,0.698057434,0.818023387,37961280554,23191173650,69679463280,7523506763,8442546241,52040481548,23895764491,66475467360,62143243147,56401213904,4.08094E+11,10806.10712,6910.576772,1043.001523,-0.116571951,-0.1833328,-0.401018962,4.08094E+11,0.841231833,-0.108025954
54,2003,36583220002,3001198778,1067811155,9183695017,6816902240,2.89758E+11,51667314478,1.05325E+11,57402823948,4.46068E+11,56469877260,29561302.25,16662591.17,13828536.04,2402651.486,847586.6346,511902.8149,157238.7659,762892.4816,13270055.58,2433780.522,8992104.035,1844171.027,989884.1035,12898711.07,1060963.819,207793.7894,106240.9626,414498.322,177336.4855,2754669.923,6264838.43,1417734.802,494634.5411,2630158.66,2439847.168,0.909380431,0.889635379,0.895348205,0.992003106,1.06653261,0.933631127,0.9918013,0.925318069,0.95326474,0.906610554,0.895348205,0.992003106,1.06653261,0.933631127,0.9918013,0.924492364,0.880518553,0.870149523,0.936426409,0.919076878,0.875835426,0.939536834,0.923299934,0.906367364,0.909103921,0.862332547,0.906610554,40975185367,24294690036,81611999465,8127503219,11455155220,59096439363,26118281057,66533483588,64179911420,63752757948,4.46068E+11,11701.18672,7600.888649,1481.308771,0.082830902,0.099892079,0.420236441,4.46068E+11,0.919509628,0.093051395
55,2004,46751093616,4184430006,2583364908,11060860373,12523428210,3.20123E+11,53918788365,1.15688E+11,81717784031,4.85115E+11,77103177113,34595421.1,16518689.04,14460061.72,3099558.612,1235853.95,655870.2249,179350.6696,822760.8209,12635341.75,2876861.658,8483641.451,1274838.645,783788.672,18076732.06,1148052.798,247903.3376,141396.1257,488930.4068,191326.2071,3097231.087,5838556.127,1185888.693,429265.0614,3344870.501,1963311.716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40538965484,24306194564,91808108058,8696709467,14895248375,66927387752,29770871767,68341002528,67142971388,72687735341,4.85115E+11,12606.84468,8319.128709,2003.705076,0.077398813,0.094494222,0.352658619,4.85115E+11,1,0.087536192
56,2005,50807402187,5889133905,4022971290,12327511740,15530146328,3.43297E+11,59182713160,1.30487E+11,94588685309,5.26839E+11,88380213520,39284015.85,20113944.81,17803483.07,3530056.611,1611455.561,671771.9392,180534.664,864215.5897,15948081.39,3420742.902,10852683.55,1674654.935,635806.8076,19170071.04,1355092.563,247530.8087,174154.464,490042.0027,248640.994,3300170.905,4855897.937,1339665.682,449120.2051,4564256.333,2145499.149,1.095863647,1.195128997,1.177346218,1.178101198,0.965103662,1.219973284,0.992118564,1.037776739,1.066739905,1.105723231,1.177346218,1.178101198,0.965103662,1.219973284,0.992118564,1.143756733,0.959688846,1.189379082,1.082762413,1.148289384,1.221634026,1.099203574,1.061633405,1.132990584,1.169177379,1.118764391,1.107831105,48161803018,24231788555,98625113402,9229168251,16753202405,74012338092,33993403813,73178283459,72215501459,77838000695,5.27843E+11,13587.10907,8836.748847,2274.977112,0.077756521,0.062220475,0.135385212,5.27843E+11,1.088078424,0.088078424
57,2006,56844037265,7286522045,3894428848,14852830234,18495162598,3.74207E+11,61456300050,1.37902E+11,1.05106E+11,5.69835E+11,1.01152E+11,42161153.07,20829332.9,18302112.83,3233804.429,1228139.606,850789.3737,193181.9277,905839.6711,16420691.01,2882181.535,12186126.87,1352382.606,1174837.462,21331820.17,1778826.928,259231.3705,183651.8782,538473.0261,256176.1392,3387033.616,4423472.541,1073725.628,393122.5789,6250407.349,2787699.118,1.217118815,1.447902259,1.362758545,1.272640683,1.070496754,1.351515854,1.095049464,1.195411332,1.185617848,1.25633506,1.362758545,1.272640683,1.070496754,1.351515854,1.095049464,1.29738723,1.035919594,1.604182651,1.189013033,1.193582354,1.509014153,1.232632992,1.155213018,1.259417565,1.4175393,1.250833575,1.259099125,47909486517,25541129453,1.07602E+11,9769202045,18826781769,81884768610,38365901831,79157148934,75701918408,86492368638,5.71089E+11,14557.52892,9538.84728,2578.455618,0.071422099,0.07945212,0.133398488,5.71089E+11,1.177223815,0.081929197
58,2007,62835192151,8326335706,4348819426,16391695823,29914917632,4.0961E+11,66322845915,1.49283E+11,1.25853E+11,6.2029E+11,1.19712E+11,45201832.96,23396056.38,20775138.98,3018410.627,1354056.183,515616.6274,203592.3262,871906.8756,19166893.03,3629041.422,14127686.93,1410164.677,1210752.724,21805776.59,1786090.44,272029.3172,180780.6144,524219.9072,246705.4482,3270272.041,3270337.443,1073339.051,426248.3436,7936006.887,2819747.093,1.382102436,1.75673493,1.570857671,1.503277571,1.13252958,1.545835406,1.12216231,1.361707055,1.303023565,1.446066579,1.570857671,1.503277571,1.13252958,1.545835406,1.12216231,1.462303931,1.285028527,1.574281581,1.321286134,1.434244445,1.88774765,1.42852934,1.276192194,1.445372812,1.735014527,1.413980395,1.449338974,52000383182,24917156422,1.15716E+11,10019452967,20853326658,91386455834,43256578461,85135386354,80354836331,99113745006,6.21693E+11,15692.13436,10338.9381,3021.645758,0.077939426,0.083877097,0.171882012,6.21693E+11,1.281537619,0.088610001
59,2008,65862778228,8737279791,5270172556,16863232561,35951572176,4.37164E+11,69708622333,1.50517E+11,1.43044E+11,6.46035E+11,1.28993E+11,46322220.16,22376179.59,19878020.87,2646461.299,1097426.641,536407.8188,180157.6492,832469.1899,18457712.65,3708576.19,13446607.43,1302529.034,1195629.683,23946040.58,1937465.46,281857.2243,129632.9912,498687.6113,235655.1708,3347147.304,2895183.566,1082224.777,589916.9484,10021947.4,2926322.124,1.673520957,2.248461481,1.900057432,1.735974464,1.200104616,1.820190604,1.146535695,1.68501022,1.474130002,1.779542688,1.900057432,1.735974464,1.200104616,1.820190604,1.146535695,1.694268516,1.653676214,1.739563718,1.584911822,1.561884795,2.421046278,1.760387147,1.520935252,1.720878417,2.259082911,1.767131277,1.783425398,50867392997,24634995825,1.19917E+11,10505213544,21729365681,95773914864,45633385916,89907042713,84189489418,1.05089E+11,6.47444E+11,16182.06916,10926.36799,3224.033016,0.03122168,0.056817236,0.066979148,6.47444E+11,1.334619344,0.041420341
60,2009,53738991534,6911020161,2416240131,13884033144,25706844209,4.12566E+11,73584505083,1.36352E+11,1.16619E+11,6.09884E+11,1.01356E+11,41101783.73,18858047.84,16412718.57,3410680.056,1517331.956,691800.7509,174168.5339,767658.123,14355417.37,2603867.393,10398171.12,1353378.857,1091950.414,22243735.89,1733835.301,239949.4185,98995.28677,482901.6412,219977.1123,3406815.326,3390295.057,851279.5294,654833.292,8145765.584,3019088.339,1.919219246,2.6971627,2.182298249,1.971665494,1.451336947,1.985981482,1.263022141,1.790272156,1.551225539,2.046175735,2.182298249,1.971665494,1.451336947,1.985981482,1.263022141,1.918470216,1.750365979,2.049474046,1.748189668,1.665192585,2.781422083,1.977513767,1.70127777,2.039070841,2.762022367,2.05698027,2.050821908,37583601347,24694110213,1.11191E+11,10449082894,19053700816,88413279347,45359823929,87516813608,87110204582,97894958169,6.11269E+11,15129.89705,10211.68829,2508.736966,-0.065020864,-0.065408716,-0.221863748,6.11269E+11,1.260048266,-0.055874417
61,2010,61541718741,9515752465,5561405358,18927869270,33895064378,4.62083E+11,77085416338,1.54278E+11,1.56635E+11,6.69641E+11,1.25605E+11,48130256.16,22377368.09,19861771.74,2929260.117,922317.1388,612961.2318,206114.2001,965710.6612,18313658.81,3352998.823,13579512.8,1381147.181,1134449.168,25752888.06,1722638.435,250272.3308,95908.43541,498428.0975,211842.2796,3777298.51,2432110.821,928241.9418,651180.4669,10818330.42,4366636.329,2.348224246,3.268824186,2.597790779,2.249869844,1.487072943,2.209169356,1.332581252,2.039353514,1.701365881,2.481509204,2.597790779,2.249869844,1.487072943,2.209169356,1.332581252,2.201621193,2.259100067,2.564556699,2.132117404,1.843717159,3.463306226,2.393890193,2.001265908,2.416757957,3.372215431,2.471727929,2.48820338,52448296158,25086491664,1.23383E+11,10632635152,20919761002,99423009408,49334511561,92259486264,90527601638,1.08332E+11,6.71448E+11,16461.71012,11328.76009,3079.426509,0.088025257,0.109391491,0.22748082,6.71448E+11,1.384099482,0.098449575
62,2011,66813943052,11899022232,7661349361,23759578339,41326728494,5.01468E+11,80184420870,1.59842E+11,1.90144E+11,7.09846E+11,1.44676E+11,43875258.46,17781918.28,15156453.72,2758886.782,879411.7002,783920.7585,175959.609,723752.9557,13857969.97,3844066.605,8553500.331,1460403.035,1165061.526,26093340.18,1788279.062,206991.616,87498.14419,376798.2481,181930.9688,3493774.464,1616420.372,955358.4716,613326.9202,13189465.06,3583496.853,2.840536899,4.263498325,3.264256036,2.551410906,1.632751037,2.458097994,1.366542265,2.515068121,1.920325125,3.069713345,3.264256036,2.551410906,1.632751037,2.458097994,1.366542265,2.597839442,2.981917739,3.118617454,2.597494371,2.209973882,4.610799859,2.875150535,2.390506656,2.915051709,4.43000932,2.945100939,3.078493133,51232247600,23624757639,1.32834E+11,11137192032,22917469985,1.09669E+11,52052730045,98166614131,93837237783,1.18208E+11,7.11876E+11,17252.80335,12153.41895,3506.313415,0.048056564,0.072793391,0.138625457,7.11876E+11,1.467437798,0.060211218
63,2012,64700327691,11937482081,5518154212,21650676546,35683290813,4.99877E+11,82549920556,1.53187E+11,1.81049E+11,7.04517E+11,1.35873E+11,47119688.93,21031750.16,18471430.73,2734262.16,876345.7547,823420.8492,131497.5692,693077.2744,17074805.64,5087334.876,10649833.69,1337637.069,1222682.363,26087938.77,2107674.471,177954.1243,102435.3901,391546.9122,168444.9898,3577493.572,1689844.795,903546.2705,608702.981,12512444.81,3847850.454,3.459041475,5.319112437,3.922699733,3.103168749,1.822506333,3.009559196,1.464215173,2.796199411,2.08188312,3.744285738,3.922699733,3.103168749,1.822506333,3.009559196,1.464215173,3.078673362,3.420113508,3.678726101,3.112803126,2.493446615,5.726428869,3.542400376,2.869913545,3.586451082,5.592540512,3.572320643,3.754402936,44579958519,23338178766,1.28888E+11,11655890977,22357980999,1.07013E+11,52391956399,99767726112,97055804064,1.19117E+11,7.06421E+11,16927.04294,11977.90686,3255.742019,-0.018881593,-0.014441376,-0.07146292,7.06421E+11,1.456192009,-0.007663554
64,2013,64634666531,13783168151,7239125008,24156151830,33736431348,5.16596E+11,86152836238,1.4645E+11,1.86368E+11,7.2065E+11,1.4001E+11,43736832.86,20082205.71,15287802.92,2793443.434,930304.4608,799299.4918,131959.4885,749561.5051,15899945.72,3876309.703,8618049.779,3405586.242,1388816.547,23654627.15,1581646.835,157150.7385,128.9,362251.13,168033.4564,3528513.585,1294232.41,784459.7052,402859.0454,12531711.19,2843222.758,4.342845834,6.531702393,5.090928689,3.587442108,2.235197846,3.588863279,1.898608843,3.341950424,2.644025833,4.646234115,5.090928689,3.587442108,2.235197846,3.588863279,1.898608843,3.895606259,4.08402472,4.387823025,3.844188853,3.404042154,7.325911356,4.401334868,3.477023126,4.485594541,7.061541782,4.360791913,4.6551972,49721752068,22404030031,1.30945E+11,11717769879,22344881459,1.09389E+11,53702369755,1.00256E+11,98923181463,1.23021E+11,7.2204E+11,17108.76706,12240.75048,3317.537236,0.010735727,0.021944036,0.018980379,7.2204E+11,1.488389133,0.022110493
65,2014,63301703123,10305735713,5950583136,21378949359,32538397909,4.9673E+11,89033326375,1.36756E+11,1.65612E+11,7.03338E+11,1.31045E+11,40638155.95,19635028.13,14920884.59,2579623.167,887417.0638,673022.1636,136780.3275,737703.2697,15557345.39,3182570.445,9158690.976,3216083.964,1498059.581,21003127.81,1417627.576,149114.6865,68197.37613,323079.7872,162490.773,3521740.124,1235971.539,736010.704,346168.0266,10336114.57,2706612.652,6.145208339,8.717516132,7.108690012,5.508215447,3.336724154,5.227330532,2.868935717,4.824925933,3.871299371,6.510509192,7.108690012,5.508215447,3.336724154,5.227330532,2.868935717,5.583722461,5.999611487,7.484077718,5.437657303,4.43696856,9.701633704,6.316721374,4.674359075,6.11835215,9.446887012,6.344839659,6.531559314,51321551605,22736711813,1.24263E+11,11939156363,21877578423,1.02336E+11,54087653912,98874388852,1.00532E+11,1.15973E+11,7.05612E+11,16536.6772,11641.34631,3071.164706,-0.033438404,-0.048967926,-0.074263682,7.05612E+11,1.454524112,-0.022752801
66,2015,64462175043,11439762277,5599292920,24228907045,34412887620,5.09871E+11,94456349868,1.35515E+11,1.73984E+11,7.22846E+11,1.36992E+11,39194309.04,21481733.28,15915510.14,2371046.002,742823.346,669724.7697,139761.7734,665432.5406,17560068.98,3368924.269,10175539.87,4015604.836,1550618.3,17712575.76,1420907.316,113701.1474,60728.04443,277682.8992,113737.1082,3283049.136,1026311.567,357303.3208,314732.7247,7321999.534,3422422.968,7.640733711,11.28958686,8.895613351,7.010543299,3.856223409,5.958859152,3.212123633,4.755463707,3.986521956,8.083522256,8.895613351,7.010543299,3.856223409,5.958859152,3.212123633,6.78971018,5.371295237,7.61576737,6.766753531,5.338078861,12.08487298,7.874152619,5.763752244,7.821894626,12.6595902,7.952697671,8.080341208,54675970819,23375961951,1.24567E+11,12346924852,22521998699,1.04977E+11,55417987930,1.00688E+11,1.03293E+11,1.18779E+11,7.22562E+11,16752.34415,11821.17942,3176.115695,0.013041735,0.015447793,0.034173025,7.22562E+11,1.489463835,0.024021412
